date,Distance
2026-01-26 00:00:00+00:00,8341.506097957965
2026-01-27 00:00:00+00:00,8372.692775592028
2026-01-28 00:00:00+00:00,8412.71100801282
2026-01-29 00:00:00+00:00,8455.49816216209
2026-01-30 00:00:00+00:00,8500.28585491254
2026-01-31 00:00:00+00:00,8546.054011723156
2026-02-01 00:00:00+00:00,8583.63937366848
2026-02-02 00:00:00+00:00,8614.709890501887
2026-02-03 00:00:00+00:00,8650.671066527286
2026-02-04 00:00:00+00:00,8691.306498050706
2026-02-05 00:00:00+00:00,8731.914478239414
2026-02-06 00:00:00+00:00,8775.640655222238
2026-02-07 00:00:00+00:00,8819.529980816751
2026-02-08 00:00:00+00:00,8856.429893071943
2026-02-09 00:00:00+00:00,8891.957418130289
2026-02-10 00:00:00+00:00,8932.292966261257
2026-02-11 00:00:00+00:00,8972.216481259384
2026-02-12 00:00:00+00:00,9011.443275738762
2026-02-13 00:00:00+00:00,9054.51184461866
2026-02-14 00:00:00+00:00,9096.555733326257
2026-02-15 00:00:00+00:00,9134.819507591217
2026-02-16 00:00:00+00:00,9176.038066101873
2026-02-17 00:00:00+00:00,9218.737218382148
2026-02-18 00:00:00+00:00,9257.127612351338
2026-02-19 00:00:00+00:00,9296.006678802194
2026-02-20 00:00:00+00:00,9337.991099601706
2026-02-21 00:00:00+00:00,9378.936140362219
2026-02-22 00:00:00+00:00,9421.685931971937
2026-02-23 00:00:00+00:00,9468.624480372355
2026-02-24 00:00:00+00:00,9511.369959740314
2026-02-25 00:00:00+00:00,9548.165202333901
2026-02-26 00:00:00+00:00,9586.206871419787
2026-02-27 00:00:00+00:00,9626.0637801806
2026-02-28 00:00:00+00:00,9668.3498823978
2026-03-01 00:00:00+00:00,9716.883598704982
2026-03-02 00:00:00+00:00,9765.62330676077
2026-03-03 00:00:00+00:00,9805.544755258969
2026-03-04 00:00:00+00:00,9840.694198641415
2026-03-05 00:00:00+00:00,9876.868804726157
2026-03-06 00:00:00+00:00,9915.881099121343
2026-03-07 00:00:00+00:00,9963.082348421418
2026-03-08 00:00:00+00:00,10016.281716099802
2026-03-09 00:00:00+00:00,10063.161310539315
2026-03-10 00:00:00+00:00,10099.71383813934
2026-03-11 00:00:00+00:00,10132.733509475056
2026-03-12 00:00:00+00:00,10166.85897765176
2026-03-13 00:00:00+00:00,10208.859538942024
2026-03-14 00:00:00+00:00,10262.149373866354
2026-03-15 00:00:00+00:00,10315.664203816854
2026-03-16 00:00:00+00:00,10357.967672548422
2026-03-17 00:00:00+00:00,10390.708539936852
2026-03-18 00:00:00+00:00,10420.610957467174
2026-03-19 00:00:00+00:00,10455.774367151762
2026-03-20 00:00:00+00:00,10504.278856911369
2026-03-21 00:00:00+00:00,10560.856782971163
2026-03-22 00:00:00+00:00,10610.488271372391
2026-03-23 00:00:00+00:00,10647.264939428649
2026-03-24 00:00:00+00:00,10675.52070615559
2026-03-25 00:00:00+00:00,10704.38470426904
2026-03-26 00:00:00+00:00,10745.52665696425
2026-03-27 00:00:00+00:00,10800.54801113532
2026-03-28 00:00:00+00:00,10855.99433487354
2026-03-29 00:00:00+00:00,10899.48080031738
2026-03-30 00:00:00+00:00,10929.720422927361
2026-03-31 00:00:00+00:00,10954.659492346322
2026-04-01 00:00:00+00:00,10987.617922439187
