date,distance(Seed-Derived),distance(Seed-Seed2),distance(Seed-Derived2),distance(Derived-Seed2),distance(Derived-Derived2),distance(Seed2-Derived2),beta_angle_sun,derived_beta_angle_sun,sma,inc,ecc,raan,aop,lv
2028-01-02 00:00:00+00:00,827.8231550812105,13396.253139965316,13531.072011688659,824.7868323471413,824.7868323471413,824.7868323471413,-22.8625943338531,-23.42784962647285,6977138.067669752,97.75768616871278,0.0021431263329289682,252.70898326662677,59.612491021883955,-49.10822950088153
2028-01-03 00:00:00+00:00,825.6072597319537,11716.971927371595,11781.266656778247,824.8592588209024,824.8592588209024,824.8592588209024,-22.998008448134524,-23.56360691023117,6977137.252071909,97.75768992375063,0.002106796663582807,253.68931364975978,57.96107354318444,-91.42646721455954
2028-01-04 00:00:00+00:00,821.6016463243304,11474.58039801125,11257.524752367439,824.2296544940823,824.2296544940823,824.2296544940823,-23.134774502253254,-23.700760952207492,6977136.437207723,97.7576936885396,0.002068716338484087,254.66964534596923,56.309609574752635,-133.7437202313624
2028-01-05 00:00:00+00:00,821.2727504974032,13149.49517753257,12878.742501492914,823.5124053420899,823.5124053420899,823.5124053420899,-23.27276964335747,-23.839188810733578,6977135.635331058,97.75769746273065,0.002028917777776119,255.64997836646407,54.65809898665358,-176.05999833611648
2028-01-06 00:00:00+00:00,823.8188125821855,13527.938273627975,13446.2005935022,823.427288503533,823.427288503533,823.427288503533,-23.411872122304874,-23.978768577032717,6977134.831130353,97.75770125015055,0.001987435041861763,256.6303127198847,-306.9935056491619,141.62474171357147
2028-01-07 00:00:00+00:00,824.0891625617006,11188.02073939909,11209.972466495527,824.058768456844,824.058768456844,824.058768456844,-23.551961787636586,-24.119379892430185,6977134.019844051,97.75770505493333,0.0019443043541887293,257.6106484221637,51.35484935717362,99.3104503781049
2028-01-08 00:00:00+00:00,822.239338289564,8775.191171811288,8473.071774864227,824.7467070208129,824.7467070208129,824.7467070208129,-23.69292081393297,-24.26090467026502,6977133.213532648,97.75770887861145,0.001899559832857145,258.59098548182277,49.703130754271676,56.997161804397884
2028-01-09 00:00:00+00:00,822.7322540196095,10471.66120954768,9926.59939204495,824.7336522708465,824.7336522708465,824.7336522708465,-23.83463447257037,-24.40322784690956,6977132.408428881,97.75771272475859,0.0018532397475373398,259.5713239065727,48.05133308246291,14.684878774630372
2028-01-10 00:00:00+00:00,824.9274046553157,12742.241457511049,12464.521936043411,823.9098050935105,823.9098050935105,823.9098050935105,-23.976991906136245,-24.546238183498104,6977131.613591471,97.7577165956091,0.001805381424899441,260.55166370042207,46.399466308060674,-27.6264169242313
2028-01-11 00:00:00+00:00,823.8442323169033,11520.689797660762,11594.875064875765,822.9225434025013,822.9225434025013,822.9225434025013,-24.119886595841827,-24.689828712025356,6977130.816301464,97.75772049769797,0.0017560253236938899,261.532004870412,44.74755005390071,-69.93674785412942
2028-01-12 00:00:00+00:00,819.8786803003571,7038.84707033136,7129.925458960337,822.5456092685962,822.5456092685962,822.5456092685962,-24.263216239421546,-24.833896636285555,6977130.031994587,97.75772442710137,0.0017052096055392384,262.5123474214959,43.09557490430823,-112.24611130444791
2028-01-13 00:00:00+00:00,818.6161338203899,6167.397317500649,5491.061827677603,822.9329119776119,822.9329119776119,822.9329119776119,-24.406881757314842,-24.978342305826523,6977129.237255133,97.75772839209733,0.0016529806267873179,263.4926913512368,41.44352344034663,-154.5544895584193
2028-01-14 00:00:00+00:00,820.798744972274,10847.400775296588,10348.530759971383,823.5314087955035,823.5314087955035,823.5314087955035,-24.550785462884175,-25.12306743745978,6977128.440083159,97.75773239267406,0.0015993798154508997,264.4730366704718,-320.2085218066827,163.13804181846652
2028-01-15 00:00:00+00:00,821.3988358134378,12637.524603469505,12605.339985219005,823.6873041616556,823.6873041616556,823.6873041616556,-24.694828810570822,-25.26797281141782,6977127.654006577,97.75773643064697,0.001544451119806597,265.45338337387363,38.13931257940368,120.83160229014416
2028-01-16 00:00:00+00:00,819.3256657122022,9400.643375418436,9781.05165141352,823.3254397621821,823.3254397621821,823.3254397621821,-24.83891027062678,-25.412956179398456,6977126.867378062,97.7577405125909,0.0014882434072907554,266.43373145707625,36.48706576880905,78.52614877201381
2028-01-17 00:00:00+00:00,819.1062497967214,3173.068098548342,3344.1608869051897,822.9958852535174,822.9958852535174,822.9958852535174,-24.982923925624366,-25.557910860636234,6977126.085367319,97.75774463619916,0.001430799692599714,267.4140809238448,34.83470669684439,36.22170910063064
2028-01-18 00:00:00+00:00,821.5378038099398,7155.913267476362,6441.992333654811,823.2461729522482,823.2461729522482,823.2461729522482,-25.126759000319172,-25.702725253582486,6977125.313537515,97.75774880639551,0.001372169194543391,268.39443176461816,33.18225764918006,-6.081748224107375
2028-01-19 00:00:00+00:00,821.6225382283935,12341.889909616713,12033.648699537041,823.9695046684825,823.9695046684825,823.9695046684825,-25.27030016306996,-25.8472831467817,6977124.532990308,97.757753024357,0.001312401009988292,269.37478397325185,31.529750158603463,-48.38425458975763
2028-01-20 00:00:00+00:00,818.0935419206891,12437.9388951109,12643.606650685033,824.4320541717387,824.4320541717387,824.4320541717387,-25.413428306847464,-25.991464521321383,6977123.7487483155,97.75775729936151,0.0012515429905556351,270.3551375546082,29.877223801252622,-90.68584230803043
2028-01-21 00:00:00+00:00,816.1412110202646,7227.22594688951,7811.161465256215,823.9875750463754,823.9875750463754,823.9875750463754,-25.556021554734006,-26.1351465064874,6977122.9653332,97.75776162517471,0.001189647591880107,271.33549249774,28.22461696603146,-132.98644946154377
2028-01-22 00:00:00+00:00,817.9362176406646,2432.2553079880167,1849.9165245803126,822.7543813309932,822.7543813309932,822.7543813309932,-25.697956171915227,-26.278204317929205,6977122.188349152,97.75776600738317,0.0011267638888926275,272.31584879897326,26.571957915514602,-175.28610558381175
2028-01-23 00:00:00+00:00,818.9007230441861,9556.19248430636,8950.174822127154,821.5674234825434,821.5674234825434,821.5674234825434,-25.83910745213707,-26.420512151884868,6977121.415464065,97.75777044751673,0.0010629441416455314,273.2962064461392,24.91920801735957,142.41521951256112
2028-01-24 00:00:00+00:00,816.7085550378625,13315.18681714469,13173.084108735877,821.2425999341567,821.2425999341567,821.2425999341567,-25.979350409580444,-26.561943860427238,6977120.645477783,97.75777494734733,0.0009982439139210246,274.2765654233401,23.266242602761526,100.11764704967545
2028-01-25 00:00:00+00:00,815.5869533864699,11423.00145715032,11778.62361172842,821.8577315056616,821.8577315056616,821.8577315056616,-26.11856043061971,-26.70237362895287,6977119.875293403,97.75777950813297,0.0009327139656360797,275.2569257253632,21.61315872015045,57.82107825383677
2028-01-26 00:00:00+00:00,817.8029858160015,4984.932485803916,5562.119631044932,822.7424072059753,822.7424072059753,822.7424072059753,-26.25661387581592,-26.841676556877463,6977119.113140787,97.75778413140425,0.0008664102011921525,276.23728733424616,19.959863642289942,15.525601977576072
2028-01-27 00:00:00+00:00,818.8771379834154,4995.516389760158,4251.991463361933,823.1679917243953,823.1679917243953,823.1679917243953,-26.393388613117,-26.979729200573512,6977118.349230412,97.75778881812292,0.0007993867065694821,277.2176502380212,18.306373595017334,-26.768801803483782
2028-01-28 00:00:00+00:00,816.0462515618908,11301.845934803612,10820.004214937893,823.0202290454619,823.0202290454619,823.0202290454619,-26.5287645337686,-27.11641009661054,6977117.600170952,97.75779357388019,0.0007316969759057189,278.19801442721655,16.652623135637914,-69.06207564863045
2028-01-29 00:00:00+00:00,813.6653367723924,13060.212737213053,13060.225778047501,822.7978548952116,822.7978548952116,822.7978548952116,-26.662624040968,-27.25160022890704,6977116.839853763,97.75779839821088,0.0006633987961615846,279.1783798820702,14.998696348923545,-111.35430508987186
2028-01-30 00:00:00+00:00,815.1076607242003,9391.987801269886,9805.847780137781,822.9723945476802,822.9723945476802,822.9723945476802,-26.79485245677606,-27.3851834726111,6977116.077684547,97.75780329110516,0.0005945512593752613,280.1587465846638,13.344375589174607,-153.6452665630217
2028-01-31 00:00:00+00:00,816.5410471963854,3165.515955880665,3307.379169122243,823.4013951115629,823.4013951115629,823.4013951115629,-26.925338385332257,-27.517046941818823,6977115.321891334,97.75780825433898,0.0005252088620354651,281.13911452271725,11.689404926041137,164.0652950624649
2028-02-01 00:00:00+00:00,814.476471061898,7176.158545908418,6458.698438353932,823.4346665952305,823.4346665952305,823.4346665952305,-27.053974046409646,-27.64708133222799,6977114.565621591,97.75781328969038,0.00045542745297750956,282.1194836836192,10.033735849456587,121.77742529510617
2028-02-02 00:00:00+00:00,812.4349727437748,11703.41748708145,11361.59497244423,822.6204574972148,822.6204574972148,822.6204574972148,-27.180655608974934,-27.775181238285533,6977113.85044109,97.75781839852019,0.0003852666964659545,283.09985403835555,8.37650069484212,79.49196723036908
2028-02-03 00:00:00+00:00,814.0183877730655,11285.873286455306,11405.16679155102,821.275341030572,821.275341030572,821.275341030572,-27.305283534168517,-27.90124551584005,6977113.15221288,97.75782358173522,0.0003147843253816989,284.08022555688126,6.716887962807579,37.20969950971206
2028-02-04 00:00:00+00:00,815.7587707649519,6181.726937764551,6602.90912830444,820.3040048465572,820.3040048465572,820.3040048465572,-27.427763016466272,-28.025177722945166,6977112.440927864,97.75782883762413,0.00024403810931144157,285.06059821894684,5.053362372578766,-5.067843535993118
2028-02-05 00:00:00+00:00,813.7204854781655,2134.1525549689986,1326.0779394367135,820.4087830877886,820.4087830877886,820.4087830877886,-27.548004576204615,-28.14688671800501,6977111.74917119,97.75783416792838,0.00017308442488257248,286.0409720139746,3.3802019643039767,-47.33494527144495
2028-02-06 00:00:00+00:00,811.101048939565,8039.248419593766,7538.352419236545,821.4472164363282,821.4472164363282,821.4472164363282,-27.665924854847326,-28.266287448934857,6977111.061246683,97.75783957045799,0.00010198443711902646,287.0213469099599,1.6774275797579208,-89.57163946972757
2028-02-07 00:00:00+00:00,812.1945837131068,10507.038190428899,10432.580404907985,822.5709860653861,822.5709860653861,822.5709860653861,-27.781447477955716,-28.383301838295708,6977110.366471346,97.75784504339369,3.079607559042878e-05,288.0017228910198,-0.2569613377472519,-131.57592457149877
2028-02-08 00:00:00+00:00,814.1840131941525,8242.046292696425,8617.981072596109,822.9987160118144,822.9987160118144,822.9987160118144,-27.894503926960386,-28.497859633752302,6977109.683894006,97.75785059051718,4.042276384630799e-05,288.9820999351803,-181.19429462602233,5.423526411704348
2028-02-09 00:00:00+00:00,812.5796176744367,2901.5145799844863,3682.908164897416,822.673887156847,822.673887156847,822.673887156847,-28.005034136023642,-28.609899036059765,6977108.983095325,97.75785620983147,0.00011160989656907806,289.96247802830834,176.95455465909308,-36.662408301834866
2028-02-10 00:00:00+00:00,809.7878674098142,4837.783014687071,4790.10667174262,822.1827256306582,822.1827256306582,822.1827256306582,-28.11298637622571,-28.71936656652987,6977108.285467472,97.75786190106508,0.00018270927658067563,290.9428571561037,175.25861611761005,-78.90275072519277
2028-02-11 00:00:00+00:00,810.4349225319248,9009.316017206907,9036.80468531568,822.0582626679444,822.0582626679444,822.0582626679444,-28.21831620394748,-28.826216018738872,6977107.5937547535,97.75786766194605,0.0002536608411509286,291.92323729756384,173.58745313014262,-121.16706987363503
2028-02-12 00:00:00+00:00,812.4434452457427,9550.706396380818,9930.509309359295,822.208746232104,822.208746232104,822.208746232104,-28.32098443443376,-28.93040644739515,6977106.894384803,97.75787349281718,0.00032440777542559903,292.90361843747957,171.92469841534304,-163.43899605662403
2028-02-13 00:00:00+00:00,811.1419183798263,7309.177442172734,7992.329272600041,822.0667951344562,822.0667951344562,822.0667951344562,-28.420954640765277,-29.031899644783397,6977106.199869365,97.75787938927243,0.0003948890936838688,293.88400055363024,-189.73409464498056,154.28591769341915
2028-02-14 00:00:00+00:00,808.3808939977865,6832.296050464906,7336.711635898262,821.2846811703749,821.2846811703749,821.2846811703749,-28.518190827797216,-29.130657844099083,6977105.500111487,97.75788535535719,0.00046504926436064924,294.86438363357854,-191.3907722255396,112.00951924468008
2028-02-15 00:00:00+00:00,809.0576156852082,9654.356400182807,9911.722097406368,820.2228761907893,820.2228761907893,820.2228761907893,-28.612655958247913,-29.226642241363994,6977104.800891809,97.75789138858399,0.000534827858050462,295.8447676581212,-193.04614497218495,69.73262044344317
2028-02-16 00:00:00+00:00,811.6058467750211,11386.858132374547,11739.885574920314,819.6975849582985,819.6975849582985,819.6975849582985,-28.704311463860968,-29.319812487005773,6977104.101503624,97.75789748257208,0.0006041675763922868,296.82515261045125,-194.70062099542474,27.455629216840787
2028-02-17 00:00:00+00:00,810.8091737718112,10942.168201061902,11431.588188888298,820.2058773445025,820.2058773445025,820.2058773445025,-28.79311758891008,-29.410127054780293,6977103.404280478,97.75790363912395,0.0006730122908936329,297.8055384744844,163.6455612974962,-14.82121623770056
2028-02-18 00:00:00+00:00,807.6120642753641,10461.11959128576,10862.407818320202,821.3987360359646,821.3987360359646,821.3987360359646,-28.879034193481544,-29.497544044892262,6977102.704919788,97.75790985838401,0.0007413056364004397,298.7859252353784,161.9922159849779,-57.097729366630126
2028-02-19 00:00:00+00:00,807.203436422624,11815.832158067156,12018.569237551057,822.3516029851517,822.3516029851517,822.3516029851517,-28.96202167456072,-29.582022100906226,6977102.011216701,97.75791613577078,0.0008089897146668239,299.76631287562674,160.3393270377713,-99.37389762879994
2028-02-20 00:00:00+00:00,809.1101828294027,13256.541821825926,13435.863683007161,822.3866290608192,822.3866290608192,822.3866290608192,-29.042041785080947,-29.663521234335906,6977101.323014394,97.75792246911308,0.0008760078702370112,300.7467013788947,158.6867708609171,-141.6496037345675
2028-02-21 00:00:00+00:00,808.4011684258617,13151.514296615438,13372.341871480103,821.6490987746528,821.6490987746528,821.6490987746528,-29.11905828928016,-29.742003487866135,6977100.624299084,97.75792885563821,0.000942305160055929,301.72709072938335,-202.96559726841073,176.07530080321487
2028-02-22 00:00:00+00:00,805.5158516523547,12434.467385325694,12560.959065194773,820.8913589402911,820.8913589402911,820.8913589402911,-29.193037439464838,-29.81743342332051,6977099.917359975,97.75793529463691,0.0010078274101765206,302.70748092153775,-204.61777210280988,133.80082168811145
2028-02-23 00:00:00+00:00,805.6202542822367,12893.92249300102,12839.437256522027,820.7002460180604,820.7002460180604,820.7002460180604,-29.263948347653074,-29.889778487547847,6977099.212446439,97.75794178504293,0.001072520309830215,303.68787194744374,-206.26970730135372,91.5269161714921
2028-02-24 00:00:00+00:00,808.5856627195162,13841.374202380173,13745.533684821654,820.949113782696,820.949113782696,820.949113782696,-29.331763302710087,-29.959009318769816,6977098.515494091,97.75794832241938,0.0011363282579431283,304.6682637871391,-207.92140181299226,49.25357670268149
2028-02-25 00:00:00+00:00,808.866187665521,13486.258534963456,13427.133563620908,821.0173969159723,821.0173969159723,821.0173969159723,-29.396457982707826,-30.025099987296358,6977097.807389989,97.75795490315808,0.0011992014100101732,305.6486564352669,150.42702286962995,6.980927550953528
2028-02-26 00:00:00+00:00,805.7231693626387,12088.665944675518,11939.188902463156,820.5181261022824,820.5181261022824,820.5181261022824,-29.458011750422028,-30.08802828581635,6977097.100736868,97.7579615257886,0.0012610843090883435,306.62904988255247,148.77563191761402,-35.29109196351709
2028-02-27 00:00:00+00:00,804.3500921541615,11753.990181565488,11400.691619342846,819.7586694010038,819.7586694010038,819.7586694010038,-29.51640791769693,-30.14777598772776,6977096.388382985,97.75796818591459,0.001321927584800451,307.60944412180277,147.12436933938886,-77.56242300570929
2028-02-28 00:00:00+00:00,805.9006657880689,12622.569325441727,12251.338345667502,819.4525911736035,819.4525911736035,819.4525911736035,-29.571634023846595,-30.20432914067303,6977095.673598314,97.75797488234149,0.0013816806124900525,308.58983914924295,145.4733041146007,-119.83312929182306
2028-02-29 00:00:00+00:00,805.6463282567169,12318.10099937069,12074.706430704693,819.9721335523435,819.9721335523435,819.9721335523435,-29.62368212780501,-30.257678353905998,6977094.953779344,97.75798161100226,0.001440292457982769,309.5702349566083,143.82235086202758,-162.10312208116082
